"VM","PowerState","Host","Cluster","NumCPU","MemoryGB","ProvisionedSpaceGB","UsedSpaceGB","GuestOS","GuestId","HardwareVersion","ToolsStatus","ToolsVersion","IPAddress","DNSName","Datastores","Networks","Folder","Notes"
"vCLS-04757a9e-23cb-4fb2-8d9b-8c26ad6b6fa1","PoweredOn","10.80.18.115","Cluster_PF_BSS","1","0,125","2,2","1,4","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-0c414cc8-821e-48bf-9e05-b335491e6bb2","PoweredOff","10.80.18.10","Cluster_BSS","1","0,125","3,59","0,4",,"other26xLinux64Guest","vmx-11",,"2147483647","",,"DS_DATA_ARCHIVAGE_GLOB","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-41345927-7db0-4d86-a7b8-cc46f9719c7b","PoweredOn","10.80.18.18","Cluster_ESS","1","0,125","2,2","1,32","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","DS_DATA_MX-02","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-0d36e8de-65ce-4fe1-ae9c-da873fb090ef","PoweredOn","10.80.18.24","Cluster_SAGE","1","0,125","2,2","1,31","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-38393638-3435-5a43-4a38-323130325a47","PoweredOn","10.80.18.70","Cluster_DWH","1","0,15625","0","0","VMware Photon CRX (64-bit)","crxSys1Guest","vmx-21","guestToolsRunning","12389","","vcls-38393638-3435-5a43-4a38-323130325a47","","","vCLS",""
"vCLS-7b969e4c-8513-4924-baf8-d85bba09d561","PoweredOn","10.80.18.116","Cluster_PF_BSS","1","0,125","2,2","1,36","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-b93934bd-ecd7-4c7e-8d3b-60f36e1fa7b2","PoweredOn","10.80.18.5","Cluster_BSS","1","0,125","2,2","1,38","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-e1a4bd89-7d0d-48c2-bf3f-c78fac7b6cce","PoweredOn","10.80.18.19","Cluster_ESS","1","0,125","2,2","1,31","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","DS_DATA_MX-02","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-648dc1a4-8b98-4ec3-8246-0384c7a2301b","PoweredOn","10.80.18.117","Cluster_PF_SAGE","1","0,125","2,2","1,39","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-0a7771eb-3051-4a3d-b453-394548a35aec","PoweredOn","10.80.18.118","Cluster_PF_SAGE","1","0,125","2,2","1,32","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-106ebd7b-5365-4146-864a-6c34003f7470","PoweredOn","10.80.18.23","Cluster_SAGE","1","0,125","2,2","1,38","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"vCLS-ae09fa1f-002d-4865-8b81-ccdfd129bf0f","PoweredOn","10.80.18.10","Cluster_BSS","1","0,125","2,2","1,42","VMware Photon OS (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","12448","","None","LUN-XFILE-COPY","","vCLS","vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster.
"
"TG002VMAPP191","PoweredOn","10.80.18.75","Cluster_DWH","4","16","216,09","125,99","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.198","TG002VMAPP191.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DEV00-1","DEPI","Discovered virtual machine",""
"TG002VMDBO132","PoweredOn","10.80.18.70","Cluster_DWH","4","16","8447,11","7618,51","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-14","guestToolsRunning","11269","10.80.16.232","tg002vmdbo132.moov-africa.tg","DS_DATA_NVL_ICT;DS_ICT_DATA;DS_IMAGES_ISO;DS_OS_NVL_ICT","DEPI","Discovered virtual machine",""
"TG002VMDBS192","PoweredOn","10.80.18.70","Cluster_DWH","16","64","564,11","105,98","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.239","TG002VMDBS192.moov-africa.tg","DS_IMAGES_ISO;DS_STB_FZ_DATA_BD","DEPI","Discovered virtual machine",""
"TG002VMDTS001","PoweredOn","10.80.18.75","Cluster_DWH","4","16","116,09","63,02","Microsoft Windows Server 2022 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.247","TG002VMDTS001.moov-africa.tg","DS_DATA_ECMS;DS_IMAGES_ISO","DEPI","Discovered virtual machine",""
"TG002VMAPP192","PoweredOn","10.80.18.75","Cluster_DWH","16","32","532,11","74,64","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.238","TG002VMAPP192.moov-africa.tg","DS_IMAGES_ISO;DS_STB_FZ_DATA_BD","DEPI","Discovered virtual machine",""
"TG002VMAPP100","PoweredOn","10.80.18.75","Cluster_DWH","4","16","316,11","91,36","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.240","TG002VMAPP100.moov-africa.tg","DS_IMAGES_ISO;DS_OS_SIEM","DEPI","Discovered virtual machine",""
"TG002VMDEV102","PoweredOn","10.80.18.70","Cluster_DWH","16","32","832,37","807,89","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12449","10.80.16.159","TG002VMDEV102.moov-africa.tg","DS_DATA_WHEHOUS;DS_IMAGES_ISO;DS_OS_WHEHOUS","DEPI","Discovered virtual machine",""
"TG002VMDWH019","PoweredOn","10.80.18.70","Cluster_DWH","16","32","652,16","203,76","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.173","TG002VMDWH019.moov-africa.tg","DS_DATA_WHEHOUS;DS_IMAGES_ISO;DS_OS_WHEHOUS","DEPI","Discovered virtual machine",""
"TG002VMWEB215","PoweredOff","10.80.18.75","Cluster_DWH","1","4","154,6","150",,"ubuntu64Guest","vmx-14","guestToolsNotRunning","11360","",,"DS_IMAGES_ISO;DS_OS_Selfcare","DEPI","Discovered virtual machine",""
"TG002VMDEV103","PoweredOn","10.80.18.75","Cluster_DWH","8","32","432,1","429,74","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.224","TG002VMDEV103.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DEV00-1","DEPI","Discovered virtual machine",""
"TG002VMOCO016","PoweredOn","10.80.18.75","Cluster_DWH","16","128","728,16","291,66","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.222","tg002vmoco016","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMmAPPI216","PoweredOff","10.80.18.75","Cluster_DWH","1","4","154,6","150",,"ubuntu64Guest","vmx-14","guestToolsNotRunning","11360","",,"DS_IMAGES_ISO;DS_OS_Selfcare","DEPI","Discovered virtual machine",""
"TG002VMSnD001","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","32","1306,11","1156,03","CentOS 7 (64-bit)","centos7_64Guest","vmx-14","guestToolsRunning","11269","10.80.16.137","moov-tg-prod","DS_DATA_S&D;DS_IMAGES_ISO;DS_OS_S&D","RESEAU-DPEI","Discovered virtual machine",""
"TG002PMDBS028","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","24","1298,11","900,48","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.164","TG002PMDBS028.moov-africa.tg","DS_IMAGES_ISO;DS-DATA-VAS-027;DS-OS-VAS-027","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMADC014","PoweredOn","10.80.18.75","Cluster_DWH","8","16","316,11","70,5","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.230","TG002VMADC014.moov-africa.tg","DS_IMAGES_ISO;DS_STB_FZ_DATA_BD","DEPI","Discovered virtual machine",""
"TG002VMDBS118","PoweredOn","10.80.18.118","Cluster_PF_SAGE","8","24","970,1","955,98","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.18.67","TG002VMDBS118.moov-africa.tg","DS_DATA_DBS_1;DS_OS_DBSQL-1","RESEAU-PROD","Discovered virtual machine",""
"TG002VMAPPHOST02","PoweredOff","10.80.18.115","Cluster_PF_BSS","12","16","516,89","500,01",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","","TG002VMAPPHOST01-secondary.moov.tg","DS_DATA_SIEM;DS_IMAGES_ISO","RESEAU-DIS","Discovered virtual machine",""
"TG002VMDBS090","PoweredOn","10.80.18.115","Cluster_PF_BSS","4","16","376,09","301,5",,"windows8Server64Guest","vmx-14","guestToolsNotRunning","0","",,"DS_DATA_DBS_1;DS_OS_DBS_1","VM Network","Discovered virtual machine",""
"TG002VMOCO017","PoweredOn","10.80.18.70","Cluster_DWH","16","100","2774,21","1509,88","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.223","tg002vmoco017","DS_IMAGES_ISO;DS-DATA-BRM;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMQRAD026","PoweredOff","10.80.18.23","Cluster_SAGE","12","40","1064,89","1024,01",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","","TG002vmqrad027-secondary.moov","DS_DATA_SIEM;DS_IMAGES_ISO","RESEAU-DPEI","Discovered virtual machine",
"TG002VMSPT001","PoweredOn","10.80.18.10","Cluster_BSS","12","64","8144,12","384,35","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.27","TG002VMSPT001.moov-africa.tg","DS_DATA_SHAREPOINT1;DS_OS_SHAREPOINT1","RESEAU-DIS","Discovered virtual machine",""
"TG002VMDBM175_RE","PoweredOn","10.80.18.115","Cluster_PF_BSS","16","64","1064,11","498,07","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-13","guestToolsRunning","10277","10.80.16.235","TG002VMDBM175.moov.tg","DS_TEST_RESTAURATION","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMOCO021","PoweredOn","10.80.18.70","Cluster_DWH","16","128","728,16","249,47","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.245","tg002vmoco021","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMPKI100","PoweredOn","10.80.18.5","Cluster_BSS","8","16","216,09","88,24","Microsoft Windows Server 2022 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.109","TG002VMPKI100.moov-africa.tg","DS_IMAGES_ISO;DS_OS_PKI_01","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMDBS217","PoweredOn","10.80.18.70","Cluster_DWH","1","4","154,08","154,08","Ubuntu Linux (64-bit)","ubuntu64Guest","vmx-14","guestToolsRunning","11360","10.80.16.243","tg002vmdbs217","DS_IMAGES_ISO;DS_OS_Selfcare","DEPI","Discovered virtual machine",""
"TG002VMFIL173","PoweredOff","10.80.18.115","Cluster_PF_BSS","2","8","654,87","33,66",,"rhel7_64Guest","vmx-13","guestToolsNotRunning","0","",,"DS_DATA_XFILE-1;DS_OS_XFILE-1","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMAPP190","PoweredOn","10.80.18.118","Cluster_PF_SAGE","4","16","216,1","211,58","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.139","TG002VMAPP190.moov-africa.tg","DS_IMAGES_ISO;DS_OS_BLST_SMSC","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMFTP111","PoweredOff","10.80.18.75","Cluster_DWH","8","16","96,61","80",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","0","",,"DS_OS_CITRIX_01","DEPI","Discovered virtual machine",""
"TG002VMDATANODE01_R","PoweredOff","10.80.18.70","Cluster_DWH","12","32","532,64","360,65",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","",,"DS_IMAGES_ISO;DS_TEST_RESTAURATION","DSI","Discovered virtual machine",""
"TG002VMPKI112","PoweredOff","10.80.18.24","Cluster_SAGE","4","12","112,4","63,57","Microsoft Windows Server 2012 (64-bit)","windows9Server64Guest","vmx-10","guestToolsNotRunning","12384","","TG002VMPKI112.moov.tg","DS_IMAGES_ISO;DS_OS_MX-02","RESEAU-DIS","Discovered virtual machine",""
"TG002VMPKI111","PoweredOff","10.80.18.24","Cluster_SAGE","2","4","104,4","39,35",,"windows8Server64Guest","vmx-10","guestToolsNotRunning","10341","",,"DS_OS_MX-01","RESEAU-DPEI","Discovered virtual machine",""
"Networker","PoweredOff","10.80.18.116","Cluster_PF_BSS","16","32","261,13","260,69",,"windows8Server64Guest","vmx-10","guestToolsNotRunning","0","",,"DS_IMAGES_ISO;DS_OS_VA-2","dvportgroup-38","Discovered virtual machine",""
"TG002VMOCO020","PoweredOn","10.80.18.75","Cluster_DWH","16","128","728,16","238,59","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.244","tg002vmoco020","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMDWH016","PoweredOn","10.80.18.75","Cluster_DWH","16","32","652,18","430,19","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.170","TG002VMDWH016.moov-africa.tg","DS_DATA_WHEHOUS;DS_IMAGES_ISO;DS_OS_WHEHOUS","DEPI","Discovered virtual machine",""
"TG002VMFLWCOL01_R","PoweredOff","10.80.18.70","Cluster_DWH","12","32","532,64","500",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","",,"DS_IMAGES_ISO;DS_TEST_RESTAURATION","DSI","Discovered virtual machine",""
"TG002VMICC122","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","32","332,11","321,45","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.15","TG002VMICC122.moov-africa.tg","DS_IMAGES_ISO;DS-OS-VAS-027","RESEAU-DIS","Discovered virtual machine",""
"TG002VMDBS028","PoweredOn","10.80.18.116","Cluster_PF_BSS","6","64","6958,11","5278,9","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.154","TG002VMDBS028.moov-africa.tg","DS_DATA_DBSQL-1;DS_DATA_DBSQL-4;DS_IMAGES_ISO;DS_OS_DBSQL_4;DS_OS_DBSQL-1","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMDBSECMS1","PoweredOff","10.80.18.24","Cluster_SAGE","2","32","1176,87","44,03",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","",,"DS_DATA_ECMS;DS_IMAGES_ISO;DS_OS_ECMS","RESEAU-DPEI","Discovered virtual machine",
"TG002VMBIP018","PoweredOn","10.80.18.70","Cluster_DWH","4","16","216,12","184,15","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.193","tg002vmbip018","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMDBS069","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","32","16554,11","16539,09",,"windows8Server64Guest","vmx-08","guestToolsNotRunning","10341","",,"DS_DATA_DBSQL-1;DS_DATA_DBSQL-2;DS_DATA_DBSQL-3;DS_OS_DBSQL-1","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMDBS092","PoweredOn","10.80.18.116","Cluster_PF_BSS","4","32","532,1","413,88","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.18.114","TG002VMDBS092.moov-africa.tg","DS_DATA_DBS_1;DS_IMAGES_ISO;DS_OS_DBS_1","RESEAU-PROD","Discovered virtual machine",""
"TG002VMPSP001","PoweredOn","10.80.18.75","Cluster_DWH","8","24","324,11","86,72","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.191","TG002VMPSP001.moov-africa.tg","DS_IMAGES_ISO;DS_STB_FZ_OS_BD","DEPI","Discovered virtual machine",""
"TG002VMINF122","PoweredOn","10.80.18.24","Cluster_SAGE","4","21","2311,52","387,21","VMware Photon OS (64-bit)","other3xLinux64Guest","vmx-10","guestToolsRunning","12448","10.80.18.122","TG002VMINF122.moov-africa.tg","DS_OS_VCENTER_123;DS_VCENTER_PROD","VM Network","Discovered virtual machine","VMware vCenter Server Appliance"
"TG002VMSnD002","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","32","1306,11","337,16","CentOS 7 (64-bit)","centos7_64Guest","vmx-14","guestToolsRunning","11269","10.80.16.138","moov-tg-dev","DS_DATA_S&D;DS_IMAGES_ISO;DS_OS_S&D","RESEAU-DPEI","Discovered virtual machine",""
"tg002vmfil033","PoweredOff","10.80.18.117","Cluster_PF_SAGE","8","16","14472,89","14358,84",,"windows8Server64Guest","vmx-14","guestToolsNotRunning","10341","",,"DS_DATA_XFILE_ARCHI-2;DS_IMAGES_ISO;DS_OS_XFILE-1","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMFLWCOL02","PoweredOn","10.80.18.24","Cluster_SAGE","12","32","532,1","532,1","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-14","guestToolsRunning","10282","10.80.16.97","TG002VMFLWCOL02.moov.tg","DS_DATA_SIEM;DS_IMAGES_ISO","RESEAU-DPEI","Discovered virtual machine",
"TG002VMDBS186","PoweredOff","10.80.18.117","Cluster_PF_SAGE","8","24","1698,88","1651,19",,"windows8Server64Guest","vmx-13","guestToolsNotRunning","12352","",,"snap-12c3b764-DS_OS_X3-1;snap-50f895cf-DS_DATA_X3-2","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMCDR171","PoweredOn","10.80.18.117","Cluster_PF_SAGE","16","75","23415,12","23267,23","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-13","guestToolsRunning","12352","10.80.16.134","TG002VMCDR171.moov-africa.tg","DS_DATA_CDR-1;DS_DATA_CDR-3;DS_DATA_CDR171;DS_OS_DBSQL-1","RESEAU-DPEI","Discovered virtual machine",""
"TG002VMFLWCOL02_RE","PoweredOff","10.80.18.70","Cluster_DWH","12","32","532,64","500",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","",,"DS_IMAGES_ISO;DS_TEST_RESTAURATION","DSI","Discovered virtual machine",""
"TG002VMCDR172","PoweredOn","10.80.18.75","Cluster_DWH","8","16","12299,3","11940,68","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.158","TG002VMCDR172.moov-africa.tg","DS_DATA_DTWH_00;DS_IMAGES_ISO;DS_OS_DTWH_00","DEPI","Discovered virtual machine",""
"TG002VMDWH017","PoweredOn","10.80.18.70","Cluster_DWH","16","32","4248,18","4035,52","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.171","TG002VMDWH017.moov-africa.tg","DS_DATA_WHEHOUS;DS_IMAGES_ISO;DS_OS_WHEHOUS","DEPI","Discovered virtual machine",""
"TG002VMDEV105","PoweredOn","10.80.18.70","Cluster_DWH","8","32","432,14","425,31","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.226","TG002VMDEV105.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DEV00-3","DEPI","Discovered virtual machine",""
"TG002VMDEV104","PoweredOn","10.80.18.70","Cluster_DWH","8","32","432,1","431,14","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.225","TG002VMDEV104.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DEV00-2","DEPI","Discovered virtual machine",""
"TG002VMDBS019","PoweredOn","10.80.18.70","Cluster_DWH","4","32","1556,12","1552,65","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","11365","10.80.16.194","tg002dbs019","DS_ICT_DATA;DS_IMAGES_ISO","DEPI","Discovered virtual machine",""
"TG002VMCOM01","PoweredOn","10.80.18.70","Cluster_DWH","1","4","44,08","44,08",,"ubuntuGuest","vmx-14","guestToolsNotRunning","0","",,"DS_OS_WHEHOUS","DEPI","Discovered virtual machine",""
"TG002VMRPT142 (1)","PoweredOff","10.80.18.117","Cluster_PF_SAGE","4","12","200,86","56,49","Microsoft Windows Server 2012 (64-bit)","windows8Server64Guest","vmx-11","guestToolsNotRunning","0","",,"DS_OS_MX-02","RESEAU-PROD","Discovered virtual machine",""
"TG002VMAPP131","PoweredOn","10.80.18.75","Cluster_DWH","4","24","774,14","221,07","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-14","guestToolsRunning","11269","10.80.16.231","tg002vmapp131.moov-africa.tg","DS_IMAGES_ISO;DS_STB_FZ_OS_BD","DEPI","Discovered virtual machine",""
"vproxy-dwh","PoweredOn","10.80.18.70","Cluster_DWH","4","8","164,58","164,58","SUSE Linux Enterprise 12 (64-bit)","sles12_64Guest","vmx-11","guestToolsRunning","11269","10.80.16.237","vproxy-dwh","DS_OS_VAS_VPROXY","DEPI","Discovered virtual machine","This is Backup and Recovery vProxy Appliance"
"TG002VMECE012","PoweredOn","10.80.18.70","Cluster_DWH","4","16","276,14","164,01","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.181","tg002vmece012","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMOCO014","PoweredOn","10.80.18.75","Cluster_DWH","16","100","700,16","239,08","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.204","tg002vmoco014","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMADC004","PoweredOn","10.80.18.118","Cluster_PF_SAGE","4","8","188,09","188,09","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.50","TG002VMADC004.moov.tg","DS_IMAGES_ISO;DS_OS_DBS_1","RESEAU-DIS","Discovered virtual machine",""
"TG002VMOCO015","PoweredOn","10.80.18.70","Cluster_DWH","16","100","400,14","176,01","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-14","guestToolsRunning","12325","10.80.16.205","tg002vmoco015","DS_IMAGES_ISO;DS-OS-BRM","DEPI","Discovered virtual machine",""
"TG002VMAPP159","PoweredOn","10.80.18.75","Cluster_DWH","8","32","532,11","48,97","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11333","10.80.16.169","TG002VMAPP159.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CRM_2","DEPI","Discovered virtual machine",""
"TG002VMBOS133","PoweredOn","10.80.18.70","Cluster_DWH","4","16","116,12","50,68","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","11365","10.80.16.233","TG002VMBOS133.moov-africa.tg","DS_IMAGES_ISO;DS_STB_FZ_OS_BD","DEPI","Discovered virtual machine",""
"TG002VMAPP137","PoweredOn","10.80.18.70","Cluster_DWH","4","8","68,08","43,93","Ubuntu Linux (64-bit)","ubuntu64Guest","vmx-14","guestToolsRunning","12389","10.80.16.174","tg002vmapp137","DS_IMAGES_ISO;DS_OS_MX-02","DEPI","Discovered virtual machine",""
